Condition	Selection	region	mean_tail_length	median_tail_length
Red1-FTP_RNAIP	IP	III:1617644-1618262	12.8	12.8
Red1-FTP_RNAIP	IP	III:2095713-2096021	27.7952	25.86
Red1-FTP_RNAIP	IP	III:2220706-2221256	46.05	46.05
Red1-FTP_RNAIP	IP	III:2247100-2248288	38.97	38.97
Red1-FTP_RNAIP	IP	III:2315299-2316173	135.045	135.045
Red1-FTP_RNAIP	IP	III:2363180-2363646	87.265	96.685
Red1-FTP_RNAIP	IP	III:2373068-2373869	52.54	52.54
Red1-FTP_RNAIP	IP	III:2390044-2391932	50.54	50.54
Red1-FTP_RNAIP	IP	III:2426495-2427895	41.9975	43.615
Red1-FTP_RNAIP	IP	III:526570-526950	37.24	37.24
Red1WFtoAA-FTP_RNAIP	IP	I:1041746-1042069	29.1766666666667	29.68
Red1WFtoAA-FTP_RNAIP	IP	I:119998-120413	20.4266666666667	14.01
Red1WFtoAA-FTP_RNAIP	IP	I:1241619-1241970	41.096	42.99
Red1WFtoAA-FTP_RNAIP	IP	I:1269998-1270312	32	32
Red1WFtoAA-FTP_RNAIP	IP	I:1473676-1474755	28.79	28.79
Red1WFtoAA-FTP_RNAIP	IP	I:1949211-1949618	43.555	43.555
Red1WFtoAA-FTP_RNAIP	IP	I:2026789-2027115	22.839	23.03
Red1WFtoAA-FTP_RNAIP	IP	I:2078608-2079082	48.86	48.86
Red1WFtoAA-FTP_RNAIP	IP	I:2155336-2156878	47.4916666666667	45.31
Red1WFtoAA-FTP_RNAIP	IP	I:2255760-2256479	22.67	22.67
Red1WFtoAA-FTP_RNAIP	IP	I:2273677-2275291	36.29	36.29
Red1WFtoAA-FTP_RNAIP	IP	I:2327863-2328646	45.01	48.775
Red1WFtoAA-FTP_RNAIP	IP	I:2425700-2426168	38.08	38.08
Red1WFtoAA-FTP_RNAIP	IP	I:2862436-2863820	21.625	21.625
Red1WFtoAA-FTP_RNAIP	IP	I:3090307-3090898	26.996	26.72
Red1WFtoAA-FTP_RNAIP	IP	I:3118706-3119254	27.675	27.675
Red1WFtoAA-FTP_RNAIP	IP	I:3504353-3505677	22.335	22.335
Red1WFtoAA-FTP_RNAIP	IP	I:409603-410067	45.244	32.97
Red1WFtoAA-FTP_RNAIP	IP	I:4169221-4170747	16.525	16.525
Red1WFtoAA-FTP_RNAIP	IP	I:4198225-4198760	22.79	22.79
Red1WFtoAA-FTP_RNAIP	IP	I:4767897-4769810	19.9633333333333	16.6
Red1WFtoAA-FTP_RNAIP	IP	I:4780186-4781204	39.6983333333333	37.76
Red1WFtoAA-FTP_RNAIP	IP	I:4810637-4811445	10.63	10.63
Red1WFtoAA-FTP_RNAIP	IP	I:4878159-4878587	37.7625	29.49
Red1WFtoAA-FTP_RNAIP	IP	I:4916931-4917753	35.105	28.91
Red1WFtoAA-FTP_RNAIP	IP	I:4930964-4931631	42.89	34.06
Red1WFtoAA-FTP_RNAIP	IP	I:4932660-4933790	75.725	75.725
Red1WFtoAA-FTP_RNAIP	IP	I:4978322-4979199	11.4	11.4
Red1WFtoAA-FTP_RNAIP	IP	I:4989404-4989758	27.0511111111111	29.12
Red1WFtoAA-FTP_RNAIP	IP	I:5026212-5027550	26.8	27.6
Red1WFtoAA-FTP_RNAIP	IP	I:5411770-5412271	59.6733333333333	46.87
Red1WFtoAA-FTP_RNAIP	IP	I:590658-591385	61.27	50.775
Red1WFtoAA-FTP_RNAIP	IP	I:639399-639709	44.298	31.485
Red1WFtoAA-FTP_RNAIP	IP	II:1073787-1074352	16.44	16.44
Red1WFtoAA-FTP_RNAIP	IP	II:1080897-1081262	46.8627272727273	40.6
Red1WFtoAA-FTP_RNAIP	IP	II:1532995-1533960	28.2622	26.135
Red1WFtoAA-FTP_RNAIP	IP	II:194167-195977	18.715	18.715
Red1WFtoAA-FTP_RNAIP	IP	II:1949492-1950258	61.3833333333333	51.26
Red1WFtoAA-FTP_RNAIP	IP	II:1955621-1956693	21.1116666666667	18.64
Red1WFtoAA-FTP_RNAIP	IP	II:2021293-2021970	43.9268421052632	38.07
Red1WFtoAA-FTP_RNAIP	IP	II:2161512-2162256	55.62	55.62
Red1WFtoAA-FTP_RNAIP	IP	II:2232785-2233898	38.435	38.435
Red1WFtoAA-FTP_RNAIP	IP	II:2289671-2290258	31.86	31.86
Red1WFtoAA-FTP_RNAIP	IP	II:2379600-2380126	17.65	17.65
Red1WFtoAA-FTP_RNAIP	IP	II:262269-262822	25.16	25.16
Red1WFtoAA-FTP_RNAIP	IP	II:2684971-2686354	34.245	34.245
Red1WFtoAA-FTP_RNAIP	IP	II:3090824-3091747	40.3471428571429	32.87
Red1WFtoAA-FTP_RNAIP	IP	II:312774-313106	19.44	19.44
Red1WFtoAA-FTP_RNAIP	IP	II:320614-321445	43.322	29.79
Red1WFtoAA-FTP_RNAIP	IP	II:3397083-3398036	39.92	39.92
Red1WFtoAA-FTP_RNAIP	IP	II:3457060-3458164	25.64	25.64
Red1WFtoAA-FTP_RNAIP	IP	II:357921-358422	41.7082608695652	36.85
Red1WFtoAA-FTP_RNAIP	IP	II:359894-360374	27.32	27.32
Red1WFtoAA-FTP_RNAIP	IP	II:3934450-3934829	25.4816666666667	25.69
Red1WFtoAA-FTP_RNAIP	IP	II:991506-992071	39.2183333333333	33.455
Red1WFtoAA-FTP_RNAIP	IP	III:117400-118437	33.4342857142857	34.58
Red1WFtoAA-FTP_RNAIP	IP	III:1257161-1257803	33.5442857142857	34.6
Red1WFtoAA-FTP_RNAIP	IP	III:1576576-1578064	21.7	21.7
Red1WFtoAA-FTP_RNAIP	IP	III:1617644-1618262	32.975	32.975
Red1WFtoAA-FTP_RNAIP	IP	III:2095713-2096021	26.8322598870056	23.59
Red1WFtoAA-FTP_RNAIP	IP	III:2220706-2221256	33.12	33.12
Red1WFtoAA-FTP_RNAIP	IP	III:2222198-2222662	21.98	21.98
Red1WFtoAA-FTP_RNAIP	IP	III:2363180-2363646	65.09	65.09
Red1WFtoAA-FTP_RNAIP	IP	III:2373068-2373869	41.74	41.74
Red1WFtoAA-FTP_RNAIP	IP	III:2390044-2391932	43.8925	42.225
Red1WFtoAA-FTP_RNAIP	IP	III:2426495-2427895	24.55	24.55
Red1WFtoAA-FTP_RNAIP	IP	III:526570-526950	33.4533333333333	35.9
