Condition	Selection	region	mean_tail_length	median_tail_length
Red1DEL-FTP_RNAIP	IP	I:1200042-1200831	34.685	35.175
Red1DEL-FTP_RNAIP	IP	I:1207096-1207422	20.41	16.21
Red1DEL-FTP_RNAIP	IP	I:1207606-1207954	16.21	16.21
Red1DEL-FTP_RNAIP	IP	I:1208069-1208273	14.96	14.96
Red1DEL-FTP_RNAIP	IP	I:1208207-1208328	14.96	14.96
Red1DEL-FTP_RNAIP	IP	I:1208426-1208830	13.71	13.71
Red1DEL-FTP_RNAIP	IP	I:1209802-1210162	13.71	13.71
Red1DEL-FTP_RNAIP	IP	I:1210283-1210464	13.71	13.71
Red1DEL-FTP_RNAIP	IP	I:1211985-1212204	30.7316666666667	29.95
Red1DEL-FTP_RNAIP	IP	I:1226186-1226947	45.12	45.12
Red1DEL-FTP_RNAIP	IP	I:1230262-1230701	22.998	20.09
Red1DEL-FTP_RNAIP	IP	I:1234467-1235075	29.662	27.28
Red1DEL-FTP_RNAIP	IP	I:1241619-1241970	43.6722222222222	50.81
Red1DEL-FTP_RNAIP	IP	I:1246292-1246399	25.2666666666667	18.56
Red1DEL-FTP_RNAIP	IP	I:1256415-1256540	31.93	31.93
Red1DEL-FTP_RNAIP	IP	I:1263433-1263681	46.2133333333333	40.69
Red1DEL-FTP_RNAIP	IP	I:1267160-1267802	25.0957142857143	22.81
Red1DEL-FTP_RNAIP	IP	I:1269998-1270312	52.2066666666667	54.3
Red1DEL-FTP_RNAIP	IP	I:1271723-1271874	44.6	44.6
Red1DEL-FTP_RNAIP	IP	I:1275960-1276175	27.27	27.27
Red1DEL-FTP_RNAIP	IP	I:1285626-1285931	20.68	20.74
Red1DEL-FTP_RNAIP	IP	I:1289684-1289833	15.5	15.5
Red1DEL-FTP_RNAIP	IP	I:1292300-1293767	19.7925	19.7
Red1DEL-FTP_RNAIP	IP	I:1299750-1299856	36.542	33.5
Red1DEL-FTP_RNAIP	IP	I:1300482-1300633	21.43	21.43
Red1DEL-FTP_RNAIP	IP	I:1301339-1301669	33.87	29.44
Red1DEL-FTP_RNAIP	IP	I:1306459-1306568	39.255	39.255
Red1DEL-FTP_RNAIP	IP	I:1319096-1319245	17.26	13.12
Red1DEL-FTP_RNAIP	IP	I:1321484-1321781	30.2263636363636	24.36
Red1DEL-FTP_RNAIP	IP	I:1326801-1329131	20.5216666666667	18.08
Red1DEL-FTP_RNAIP	IP	I:1333314-1333462	21.38	21.38
Red1DEL-FTP_RNAIP	IP	I:1339376-1339580	20.4033333333333	21.43
Red1DEL-FTP_RNAIP	IP	I:1339701-1339868	21.0428571428571	22.17
Red1DEL-FTP_RNAIP	IP	I:1348146-1348308	82.99	82.99
Red1DEL-FTP_RNAIP	IP	I:1368462-1369080	33.555	33.555
Red1DEL-FTP_RNAIP	IP	I:1369702-1371494	40.25	40.25
Red1DEL-FTP_RNAIP	IP	I:1372045-1372280	20.155	20.155
Red1DEL-FTP_RNAIP	IP	I:1374989-1375104	34.6	42.83
Red1DEL-FTP_RNAIP	IP	I:1375818-1376230	23.43	23.43
Red1DEL-FTP_RNAIP	IP	I:1395820-1398222	36.1932051282051	30.1
Red1DEL-FTP_RNAIP	IP	I:1406636-1406813	21.3	21.3
Red1DEL-FTP_RNAIP	IP	I:1409894-1410298	31.62	28.885
Red1DEL-FTP_RNAIP	IP	I:1422072-1422179	10.32	10.32
Red1DEL-FTP_RNAIP	IP	I:1427118-1427248	34.37	34.37
Red1DEL-FTP_RNAIP	IP	I:1429049-1429301	31.34	31.34
Red1DEL-FTP_RNAIP	IP	I:1437334-1437592	44.58	44.58
Red1DEL-FTP_RNAIP	IP	I:1444933-1445058	10.465	10.465
Red1DEL-FTP_RNAIP	IP	I:1453958-1454244	39.2066666666667	44.2
Red1DEL-FTP_RNAIP	IP	I:1454928-1455043	37.1933333333333	47.05
Red1DEL-FTP_RNAIP	IP	I:1464577-1464917	15.92	15.92
Red1DEL-FTP_RNAIP	IP	I:1465362-1470700	42.4730081300813	31.13
Red1DEL-FTP_RNAIP	IP	I:1473676-1474755	17.035	17.035
Red1DEL-FTP_RNAIP	IP	I:1478409-1481116	28.95046875	24.635
Red1DEL-FTP_RNAIP	IP	I:1478825-1480048	29.13	31.22
Red1DEL-FTP_RNAIP	IP	I:1480445-1481025	28.7030508474576	24.56
Red1DEL-FTP_RNAIP	IP	I:1489966-1490320	51.4618181818182	47.645
Red1DEL-FTP_RNAIP	IP	I:1500047-1500310	27.92	27.92
Red1DEL-FTP_RNAIP	IP	I:1503204-1503361	44.45	44.45
Red1DEL-FTP_RNAIP	IP	I:1511419-1511649	35.766	41.17
Red1DEL-FTP_RNAIP	IP	I:1512129-1512306	29.4585714285714	20.395
Red1DEL-FTP_RNAIP	IP	I:1512199-1512345	29.4585714285714	20.395
Red1DEL-FTP_RNAIP	IP	I:1512528-1514390	37.4915789473684	43.88
Red1DEL-FTP_RNAIP	IP	I:1516664-1516788	21.8666666666667	23.43
Red1DEL-FTP_RNAIP	IP	I:152863-155401	22.4566666666667	23.71
Red1DEL-FTP_RNAIP	IP	I:1533613-1534086	16.93	16.93
Red1DEL-FTP_RNAIP	IP	I:1542792-1543077	20.7833333333333	18.09
Red1DEL-FTP_RNAIP	IP	I:1543135-1544543	28.5477272727273	16.04
Red1DEL-FTP_RNAIP	IP	I:1545066-1545186	19.78875	15.865
Red1DEL-FTP_RNAIP	IP	I:1550143-1551004	21.04	21.04
Red1DEL-FTP_RNAIP	IP	I:1553642-1553831	29.9925	30.425
Red1DEL-FTP_RNAIP	IP	I:1554073-1554213	27.63	21.44
Red1DEL-FTP_RNAIP	IP	I:155675-156410	34.935	30.325
Red1DEL-FTP_RNAIP	IP	I:1557134-1557627	14.96	14.96
Red1DEL-FTP_RNAIP	IP	I:1563619-1568542	42.5617021276596	31.98
Red1DEL-FTP_RNAIP	IP	I:1564401-1565049	21.2225	21.83
Red1DEL-FTP_RNAIP	IP	I:1565180-1565577	28.24	28.24
Red1DEL-FTP_RNAIP	IP	I:1565878-1566089	28.24	28.24
Red1DEL-FTP_RNAIP	IP	I:1566439-1566607	46.7238235294118	32.475
Red1DEL-FTP_RNAIP	IP	I:1566704-1566988	43.7692857142857	44.435
Red1DEL-FTP_RNAIP	IP	I:1572393-1572881	39.9181818181818	36.695
Red1DEL-FTP_RNAIP	IP	I:1575485-1575672	37.948	28.28
Red1DEL-FTP_RNAIP	IP	I:1587374-1587520	22.4	22.4
Red1DEL-FTP_RNAIP	IP	I:159181-159878	37.83	36.6
Red1DEL-FTP_RNAIP	IP	I:1592594-1592993	22.2333333333333	23.085
Red1DEL-FTP_RNAIP	IP	I:1596267-1596384	36.2475	31.59
Red1DEL-FTP_RNAIP	IP	I:1599882-1600497	32.96	32.96
Red1DEL-FTP_RNAIP	IP	I:1601517-1602282	97.12	97.12
Red1DEL-FTP_RNAIP	IP	I:1602497-1602641	97.12	97.12
Red1DEL-FTP_RNAIP	IP	I:1604397-1604529	34.53	22.21
Red1DEL-FTP_RNAIP	IP	I:1612640-1612983	32.015	32.015
Red1DEL-FTP_RNAIP	IP	I:1615359-1615694	76.93	76.93
Red1DEL-FTP_RNAIP	IP	I:1618185-1618492	49.785	47.55
Red1DEL-FTP_RNAIP	IP	I:1621547-1623002	51.9814285714286	35.46
Red1DEL-FTP_RNAIP	IP	I:1638736-1639210	10.465	10.465
Red1DEL-FTP_RNAIP	IP	I:1645232-1645355	18.995	18.995
Red1DEL-FTP_RNAIP	IP	I:1652963-1653294	38.25	38.25
Red1DEL-FTP_RNAIP	IP	I:1653607-1653723	5.97	5.97
Red1DEL-FTP_RNAIP	IP	I:1654714-1655129	9.82	9.82
Red1DEL-FTP_RNAIP	IP	I:1655223-1655363	9.82	9.82
Red1DEL-FTP_RNAIP	IP	I:1662991-1663263	12.3266666666667	11.4
Red1DEL-FTP_RNAIP	IP	I:1667917-1669846	28.62	16.27
Red1DEL-FTP_RNAIP	IP	I:167724-168618	20.95	20.95
Red1DEL-FTP_RNAIP	IP	I:1678096-1679326	43.11	24.19
Red1DEL-FTP_RNAIP	IP	I:1701961-1702123	28.13	28.27
Red1DEL-FTP_RNAIP	IP	I:1710550-1710692	26.2957142857143	21.27
Red1DEL-FTP_RNAIP	IP	I:1711215-1711721	46.3618695652174	32.44
Red1DEL-FTP_RNAIP	IP	I:1712940-1713156	33.975	33.975
Red1DEL-FTP_RNAIP	IP	I:1730460-1730608	37.6083333333333	34.1
Red1DEL-FTP_RNAIP	IP	I:1731373-1731620	16.19	16.19
Red1DEL-FTP_RNAIP	IP	I:173297-173401	17.26	17.26
Red1DEL-FTP_RNAIP	IP	I:1740082-1740315	58.2033333333333	44.83
Red1DEL-FTP_RNAIP	IP	I:1743271-1743687	25.36	25.36
Red1DEL-FTP_RNAIP	IP	I:1743848-1744025	19.11	16.77
Red1DEL-FTP_RNAIP	IP	I:1745012-1745234	23.2233333333333	20.26
Red1DEL-FTP_RNAIP	IP	I:1751181-1753676	47.85875	35.455
Red1DEL-FTP_RNAIP	IP	I:175927-176482	43.9127272727273	36.51
Red1DEL-FTP_RNAIP	IP	I:1764319-1764676	19.3842857142857	21.22
Red1DEL-FTP_RNAIP	IP	I:1766189-1766330	18.735	18.735
Red1DEL-FTP_RNAIP	IP	I:1786543-1786705	40.55	40.55
Red1DEL-FTP_RNAIP	IP	I:1795384-1795628	34.41	34.41
Red1DEL-FTP_RNAIP	IP	I:1798471-1798804	74.205	34.915
Red1DEL-FTP_RNAIP	IP	I:1798827-1799026	21.99	21.99
Red1DEL-FTP_RNAIP	IP	I:180722-180876	23.2810526315789	20.63
Red1DEL-FTP_RNAIP	IP	I:180790-180889	23.2810526315789	20.63
Red1DEL-FTP_RNAIP	IP	I:180975-181482	27.223	26.35
Red1DEL-FTP_RNAIP	IP	I:1811319-1811670	22.09	22.09
Red1DEL-FTP_RNAIP	IP	I:1818952-1820198	35.06	35.06
Red1DEL-FTP_RNAIP	IP	I:182433-182660	40.8	41.39
Red1DEL-FTP_RNAIP	IP	I:1826810-1826960	24.56	24.18
Red1DEL-FTP_RNAIP	IP	I:1864626-1865760	16.6125	16.33
Red1DEL-FTP_RNAIP	IP	I:1868834-1869055	22.1	22.1
Red1DEL-FTP_RNAIP	IP	I:1871578-1871803	12.82	12.82
Red1DEL-FTP_RNAIP	IP	I:1877464-1877679	40.63	40.63
Red1DEL-FTP_RNAIP	IP	I:1881480-1881829	39.75	40.41
Red1DEL-FTP_RNAIP	IP	I:1885125-1885651	34.685	34.685
Red1DEL-FTP_RNAIP	IP	I:1885877-1886352	35.6884848484848	32.42
Red1DEL-FTP_RNAIP	IP	I:1892641-1892839	28.8125	25.61
Red1DEL-FTP_RNAIP	IP	I:1896731-1897230	30.56	30.56
Red1DEL-FTP_RNAIP	IP	I:1897480-1899452	29.5758823529412	26.87
Red1DEL-FTP_RNAIP	IP	I:1898882-1899031	24.333	25.135
Red1DEL-FTP_RNAIP	IP	I:1916156-1916318	24.68	18.985
Red1DEL-FTP_RNAIP	IP	I:191630-191894	20.23	20.23
Red1DEL-FTP_RNAIP	IP	I:1916534-1916817	24.68	18.985
Red1DEL-FTP_RNAIP	IP	I:1938528-1938669	40.96	40.96
Red1DEL-FTP_RNAIP	IP	I:1949211-1949618	60.315	60.315
Red1DEL-FTP_RNAIP	IP	I:195392-195507	32.5271428571429	28.56
Red1DEL-FTP_RNAIP	IP	I:195941-196231	34.838	33.095
Red1DEL-FTP_RNAIP	IP	I:195988-196220	33.8811111111111	28.76
Red1DEL-FTP_RNAIP	IP	I:196311-198998	25.11	25.11
Red1DEL-FTP_RNAIP	IP	I:1968259-1968418	45.2857142857143	40.04
Red1DEL-FTP_RNAIP	IP	I:1977943-1978123	6.83	6.83
Red1DEL-FTP_RNAIP	IP	I:1983599-1983834	47.0366666666667	25.78
Red1DEL-FTP_RNAIP	IP	I:1983896-1984520	25.5575	23.555
Red1DEL-FTP_RNAIP	IP	I:1984909-1985091	40.09	40.09
Red1DEL-FTP_RNAIP	IP	I:1988848-1989259	22.6	22.6
Red1DEL-FTP_RNAIP	IP	I:1989801-1990060	22.6	22.6
Red1DEL-FTP_RNAIP	IP	I:1990274-1990566	22.6	22.6
Red1DEL-FTP_RNAIP	IP	I:1990704-1991068	26.13	24.9
Red1DEL-FTP_RNAIP	IP	I:1994277-1995132	37.348	18.5
Red1DEL-FTP_RNAIP	IP	I:1995502-1996049	18.5	18.5
Red1DEL-FTP_RNAIP	IP	I:1996706-1996860	48.89	48.89
Red1DEL-FTP_RNAIP	IP	I:2013954-2015304	22.57	25.08
Red1DEL-FTP_RNAIP	IP	I:2015371-2015961	25.08	25.08
Red1DEL-FTP_RNAIP	IP	I:2019359-2020376	34.7716666666667	29.565
Red1DEL-FTP_RNAIP	IP	I:2026789-2027115	37.735	33.825
Red1DEL-FTP_RNAIP	IP	I:2026983-2027194	25.3566666666667	25.9
Red1DEL-FTP_RNAIP	IP	I:2031816-2032109	22.9966666666667	26.67
Red1DEL-FTP_RNAIP	IP	I:203574-203824	64.74	64.74
Red1DEL-FTP_RNAIP	IP	I:2039711-2039989	15.695	15.695
Red1DEL-FTP_RNAIP	IP	I:2041296-2041445	20.7652941176471	21.81
Red1DEL-FTP_RNAIP	IP	I:2046413-2046589	40.81	40.81
Red1DEL-FTP_RNAIP	IP	I:2046641-2046891	55.52	55.52
Red1DEL-FTP_RNAIP	IP	I:2047390-2047492	19.79	19.79
Red1DEL-FTP_RNAIP	IP	I:2048558-2048696	18.48	18.48
Red1DEL-FTP_RNAIP	IP	I:2057625-2057727	39.4366666666667	35.215
Red1DEL-FTP_RNAIP	IP	I:2057838-2057973	39.4366666666667	35.215
Red1DEL-FTP_RNAIP	IP	I:2058222-2058336	40.8477777777778	28.25
Red1DEL-FTP_RNAIP	IP	I:2058886-2059095	40.6011111111111	28.25
Red1DEL-FTP_RNAIP	IP	I:2078608-2079082	43.42	43.42
Red1DEL-FTP_RNAIP	IP	I:2082863-2083105	49.28	49.28
Red1DEL-FTP_RNAIP	IP	I:2085627-2085876	34.58	34.51
Red1DEL-FTP_RNAIP	IP	I:2086142-2086373	24.645	24.645
Red1DEL-FTP_RNAIP	IP	I:2091277-2092880	29.2	27.86
Red1DEL-FTP_RNAIP	IP	I:2104313-2104550	23.955	23.955
Red1DEL-FTP_RNAIP	IP	I:2105954-2106442	32.6225	32.325
Red1DEL-FTP_RNAIP	IP	I:2106635-2107060	44.0666666666667	32.75
Red1DEL-FTP_RNAIP	IP	I:2107781-2109876	20.0666666666667	14.11
Red1DEL-FTP_RNAIP	IP	I:2109936-2110244	10.805	10.805
Red1DEL-FTP_RNAIP	IP	I:2116018-2116189	17.19	20.01
Red1DEL-FTP_RNAIP	IP	I:2122631-2122917	30.9333333333333	26.3
Red1DEL-FTP_RNAIP	IP	I:2131687-2132548	27.3516666666667	28.025
Red1DEL-FTP_RNAIP	IP	I:2135190-2135363	24.3924675324675	19.06
Red1DEL-FTP_RNAIP	IP	I:2141511-2141750	25.7871428571429	18.8
Red1DEL-FTP_RNAIP	IP	I:2143111-2143222	24.48	24.48
Red1DEL-FTP_RNAIP	IP	I:2145780-2145926	27.5766666666667	26.6
Red1DEL-FTP_RNAIP	IP	I:2146171-2146325	27.5766666666667	26.6
Red1DEL-FTP_RNAIP	IP	I:2146742-2146858	22.05	22.32
Red1DEL-FTP_RNAIP	IP	I:2150159-2151210	22.5025	22.6
Red1DEL-FTP_RNAIP	IP	I:2151267-2151431	9.75	9.75
Red1DEL-FTP_RNAIP	IP	I:2151484-2152038	7.44	7.44
Red1DEL-FTP_RNAIP	IP	I:2152541-2152698	25.485	25.485
Red1DEL-FTP_RNAIP	IP	I:215286-215545	44.377619047619	40.43
Red1DEL-FTP_RNAIP	IP	I:2154378-2154600	44.8	44.8
Red1DEL-FTP_RNAIP	IP	I:2155336-2156878	34.7055555555556	37.56
Red1DEL-FTP_RNAIP	IP	I:2156049-2156322	33.205	31.48
Red1DEL-FTP_RNAIP	IP	I:2157506-2157619	47.59	47.975
Red1DEL-FTP_RNAIP	IP	I:215755-215892	51.8	51.8
Red1DEL-FTP_RNAIP	IP	I:215951-216386	34.685	34.685
Red1DEL-FTP_RNAIP	IP	I:2181436-2181766	19.755	18.255
Red1DEL-FTP_RNAIP	IP	I:2207111-2207378	6.36	6.36
Red1DEL-FTP_RNAIP	IP	I:2216242-2216485	29.943	21.305
Red1DEL-FTP_RNAIP	IP	I:2217082-2218598	33.135	24.93
Red1DEL-FTP_RNAIP	IP	I:2218572-2218715	43.54	43.54
Red1DEL-FTP_RNAIP	IP	I:2222952-2226161	24.16	24.16
Red1DEL-FTP_RNAIP	IP	I:2226497-2226796	24.16	24.16
Red1DEL-FTP_RNAIP	IP	I:2228101-2228431	32.86	32.86
Red1DEL-FTP_RNAIP	IP	I:2229935-2230210	28.8	28.8
Red1DEL-FTP_RNAIP	IP	I:2241752-2241856	25.2893181818182	20.905
Red1DEL-FTP_RNAIP	IP	I:2245686-2245988	33.88	33.88
Red1DEL-FTP_RNAIP	IP	I:2246306-2246449	33.88	33.88
Red1DEL-FTP_RNAIP	IP	I:2246813-2247421	29.475	29.475
Red1DEL-FTP_RNAIP	IP	I:2255760-2256479	23.0594594594595	16.72
Red1DEL-FTP_RNAIP	IP	I:2256630-2256807	23.4078	17.17
Red1DEL-FTP_RNAIP	IP	I:2265599-2265835	39.5513385826772	36.59
Red1DEL-FTP_RNAIP	IP	I:2266036-2266316	12.92	12.92
Red1DEL-FTP_RNAIP	IP	I:2269761-2269915	15.15	15.15
Red1DEL-FTP_RNAIP	IP	I:2273288-2273574	41.438	25.97
Red1DEL-FTP_RNAIP	IP	I:2273677-2275291	36.38	36.38
Red1DEL-FTP_RNAIP	IP	I:2278083-2278421	18.3925	17.645
Red1DEL-FTP_RNAIP	IP	I:2278834-2278987	19.55	19.55
Red1DEL-FTP_RNAIP	IP	I:2284227-2284454	38.405	33.27
Red1DEL-FTP_RNAIP	IP	I:2284718-2284844	42.87	42.965
Red1DEL-FTP_RNAIP	IP	I:2289452-2290168	27.1	27.1
Red1DEL-FTP_RNAIP	IP	I:2289547-2289943	27.1	27.1
Red1DEL-FTP_RNAIP	IP	I:2297175-2297300	18.68	18.68
Red1DEL-FTP_RNAIP	IP	I:2310173-2310272	14.06	14.06
Red1DEL-FTP_RNAIP	IP	I:2315600-2315700	28.11	28.11
Red1DEL-FTP_RNAIP	IP	I:2315845-2316279	28.11	28.11
Red1DEL-FTP_RNAIP	IP	I:2316239-2317096	21.28	21.28
Red1DEL-FTP_RNAIP	IP	I:2317737-2317963	30.79	30.79
Red1DEL-FTP_RNAIP	IP	I:2330871-2331648	22.3275	24.685
Red1DEL-FTP_RNAIP	IP	I:233122-234912	18.02	18.02
Red1DEL-FTP_RNAIP	IP	I:2331328-2332222	25.708	27
Red1DEL-FTP_RNAIP	IP	I:2338280-2338417	21.985	21.985
Red1DEL-FTP_RNAIP	IP	I:2339139-2339243	17.69	17.69
Red1DEL-FTP_RNAIP	IP	I:2340276-2340391	12.39	12.39
Red1DEL-FTP_RNAIP	IP	I:2351047-2351212	15.115	15.115
Red1DEL-FTP_RNAIP	IP	I:235451-235556	54.61	54.61
Red1DEL-FTP_RNAIP	IP	I:2356155-2356425	33.3033333333333	36.49
Red1DEL-FTP_RNAIP	IP	I:2357045-2357302	25.5775	22.185
Red1DEL-FTP_RNAIP	IP	I:2357469-2357575	14.6	14.6
Red1DEL-FTP_RNAIP	IP	I:2366267-2366380	20.53	20.53
Red1DEL-FTP_RNAIP	IP	I:2366278-2366650	20.53	20.53
Red1DEL-FTP_RNAIP	IP	I:2372837-2373783	33.366	35.145
Red1DEL-FTP_RNAIP	IP	I:2377747-2378572	18.97	18.97
Red1DEL-FTP_RNAIP	IP	I:238485-239402	91.3415384615385	89.87
Red1DEL-FTP_RNAIP	IP	I:239736-239957	51.0686666666667	44.6
Red1DEL-FTP_RNAIP	IP	I:2400713-2400911	23.8016666666667	21.175
Red1DEL-FTP_RNAIP	IP	I:240961-241256	74.7133333333333	47.08
Red1DEL-FTP_RNAIP	IP	I:2420018-2420453	128.57	128.57
Red1DEL-FTP_RNAIP	IP	I:2420987-2421294	21.58	24.53
Red1DEL-FTP_RNAIP	IP	I:2424387-2424836	27.7646666666667	25.4
Red1DEL-FTP_RNAIP	IP	I:2425700-2426168	46.49	46.49
Red1DEL-FTP_RNAIP	IP	I:2432255-2432733	42.84	42.84
Red1DEL-FTP_RNAIP	IP	I:243295-243468	39.82375	41.605
Red1DEL-FTP_RNAIP	IP	I:2435856-2436443	47.362	26.85
Red1DEL-FTP_RNAIP	IP	I:2436242-2436466	52.09	52.09
Red1DEL-FTP_RNAIP	IP	I:2438138-2438251	36.78	36.78
Red1DEL-FTP_RNAIP	IP	I:2438304-2438467	36.78	36.78
Red1DEL-FTP_RNAIP	IP	I:2439658-2439875	30.3465909090909	24.605
Red1DEL-FTP_RNAIP	IP	I:2440146-2440253	23.6577419354839	20.26
Red1DEL-FTP_RNAIP	IP	I:2440254-2440506	23.6577419354839	20.26
Red1DEL-FTP_RNAIP	IP	I:2442739-2443634	33.92	33.92
Red1DEL-FTP_RNAIP	IP	I:244348-244476	16.85	16.85
Red1DEL-FTP_RNAIP	IP	I:2445251-2447715	73.19	73.19
Red1DEL-FTP_RNAIP	IP	I:2446989-2447305	73.19	73.19
Red1DEL-FTP_RNAIP	IP	I:2450272-2450439	39.77	39.77
Red1DEL-FTP_RNAIP	IP	I:2450655-2450926	38.5025	37.235
Red1DEL-FTP_RNAIP	IP	I:2457098-2457214	32.12	32.12
Red1DEL-FTP_RNAIP	IP	I:2465451-2466401	24.0525	24.055
Red1DEL-FTP_RNAIP	IP	I:2467993-2468268	15.94	15.94
Red1DEL-FTP_RNAIP	IP	I:2472750-2472860	37.134	36.44
Red1DEL-FTP_RNAIP	IP	I:2475735-2475926	12.39	12.39
Red1DEL-FTP_RNAIP	IP	I:2479465-2479793	52.51	52.51
Red1DEL-FTP_RNAIP	IP	I:2479887-2480031	52.51	52.51
Red1DEL-FTP_RNAIP	IP	I:2481646-2481977	21.86	21.86
Red1DEL-FTP_RNAIP	IP	I:248615-249781	38.39	38.39
Red1DEL-FTP_RNAIP	IP	I:2494228-2494685	28.1930769230769	24.29
Red1DEL-FTP_RNAIP	IP	I:2505049-2505269	28.7475	28.76
Red1DEL-FTP_RNAIP	IP	I:2505258-2505707	23.1245454545455	22.38
Red1DEL-FTP_RNAIP	IP	I:2505453-2505589	28.595	28.76
Red1DEL-FTP_RNAIP	IP	I:2510406-2510820	27.134	23.74
Red1DEL-FTP_RNAIP	IP	I:2517790-2518194	40.79	40.79
Red1DEL-FTP_RNAIP	IP	I:2521918-2522033	25.71	25.71
Red1DEL-FTP_RNAIP	IP	I:252753-253589	18.58	18.58
Red1DEL-FTP_RNAIP	IP	I:2531249-2531811	23.055	23.055
Red1DEL-FTP_RNAIP	IP	I:2531304-2531449	23.055	23.055
Red1DEL-FTP_RNAIP	IP	I:2544866-2545103	50.695	50.695
Red1DEL-FTP_RNAIP	IP	I:2551828-2551981	22	22
Red1DEL-FTP_RNAIP	IP	I:2559093-2559405	11.09	11.09
Red1DEL-FTP_RNAIP	IP	I:256135-256344	38.315	38.205
Red1DEL-FTP_RNAIP	IP	I:2569485-2572605	8.88	8.88
Red1DEL-FTP_RNAIP	IP	I:257010-257233	43.4933333333333	46.02
Red1DEL-FTP_RNAIP	IP	I:2574511-2574708	28.0966666666667	22.53
Red1DEL-FTP_RNAIP	IP	I:2579582-2580068	44.085	44.085
Red1DEL-FTP_RNAIP	IP	I:2584259-2585152	31.6466666666667	28.79
Red1DEL-FTP_RNAIP	IP	I:2592625-2593927	21.52	21.52
Red1DEL-FTP_RNAIP	IP	I:2600009-2600184	26.79	26.79
Red1DEL-FTP_RNAIP	IP	I:2607326-2607487	37.09	37.09
Red1DEL-FTP_RNAIP	IP	I:2621520-2621661	25.37	25.37
Red1DEL-FTP_RNAIP	IP	I:2623094-2623568	37.45	37.45
Red1DEL-FTP_RNAIP	IP	I:2627918-2628242	35.0636363636364	30.8
Red1DEL-FTP_RNAIP	IP	I:2639361-2639596	39.9233333333333	31.4
Red1DEL-FTP_RNAIP	IP	I:2643684-2643859	18.4383333333333	18.28
Red1DEL-FTP_RNAIP	IP	I:2650246-2650349	61.222	62.7
Red1DEL-FTP_RNAIP	IP	I:2650743-2652575	24.8933333333333	30.35
Red1DEL-FTP_RNAIP	IP	I:2657783-2657984	36.2075	39.205
