Condition	Selection	region	mean_tail_length	median_tail_length
Red1DEL-FTP_RNAIP	IP	I:1854820-1855366	33.4583333333333	34.015
Red1DEL-FTP_RNAIP	IP	I:1862858-1863145	19.435	20.305
Red1DEL-FTP_RNAIP	IP	I:1866028-1866424	29.4366666666667	26.07
Red1DEL-FTP_RNAIP	IP	I:1866656-1866920	41.88	32
Red1DEL-FTP_RNAIP	IP	I:1872089-1872276	49.4061111111111	47.76
Red1DEL-FTP_RNAIP	IP	I:1877760-1878152	44.34	43.94
Red1DEL-FTP_RNAIP	IP	I:1882165-1882357	42.048	42.44
Red1DEL-FTP_RNAIP	IP	I:1887082-1887490	101.22	101.22
Red1DEL-FTP_RNAIP	IP	I:1892192-1892386	50.22	50.22
Red1DEL-FTP_RNAIP	IP	I:1892524-1892674	28.8125	25.61
Red1DEL-FTP_RNAIP	IP	I:1900672-1901971	48.41	37.9
Red1DEL-FTP_RNAIP	IP	I:1928682-1928920	39.3114285714286	41.4
Red1DEL-FTP_RNAIP	IP	I:1966092-1966758	65.715	47.07
Red1DEL-FTP_RNAIP	IP	I:1968862-1969953	36.5	33.58
Red1DEL-FTP_RNAIP	IP	I:2000496-2000638	37.455	39.195
Red1DEL-FTP_RNAIP	IP	I:2016699-2016840	30.172	30.01
Red1DEL-FTP_RNAIP	IP	I:2017151-2017382	31.0525	27.165
Red1DEL-FTP_RNAIP	IP	I:2030563-2030878	56.24	45.16
Red1DEL-FTP_RNAIP	IP	I:2061060-2061537	21.34	21.34
Red1DEL-FTP_RNAIP	IP	I:2064022-2064502	38.9893333333333	35.85
Red1DEL-FTP_RNAIP	IP	I:2068052-2068471	42.3283333333333	38.135
Red1DEL-FTP_RNAIP	IP	I:2082744-2083038	49.28	49.28
Red1DEL-FTP_RNAIP	IP	I:2110410-2111143	14.11	14.11
Red1DEL-FTP_RNAIP	IP	I:213509-214056	39.2218181818182	43.57
Red1DEL-FTP_RNAIP	IP	I:2135796-2135950	22.648	19.34
Red1DEL-FTP_RNAIP	IP	I:2140021-2140199	30.655	30.655
Red1DEL-FTP_RNAIP	IP	I:2143379-2143498	24.48	24.48
Red1DEL-FTP_RNAIP	IP	I:2160023-2160255	18.39	18.39
Red1DEL-FTP_RNAIP	IP	I:2184537-2184982	51.95	51.95
Red1DEL-FTP_RNAIP	IP	I:2240845-2241017	47.5305263157895	44.56
Red1DEL-FTP_RNAIP	IP	I:2242329-2242818	21.2942424242424	20.24
Red1DEL-FTP_RNAIP	IP	I:2258803-2259140	39.626875	37.835
Red1DEL-FTP_RNAIP	IP	I:2272895-2273197	8.48	8.48
Red1DEL-FTP_RNAIP	IP	I:229460-229582	82.7	82.7
Red1DEL-FTP_RNAIP	IP	I:2330307-2330637	42.6929702970297	40.81
Red1DEL-FTP_RNAIP	IP	I:2344167-2344341	32.58	32.58
Red1DEL-FTP_RNAIP	IP	I:2349545-2349712	53.9638356164384	43.01
Red1DEL-FTP_RNAIP	IP	I:2353530-2354146	36.1555	33.495
Red1DEL-FTP_RNAIP	IP	I:2356618-2356918	43.34	43.34
Red1DEL-FTP_RNAIP	IP	I:236310-236581	43.425	35.275
Red1DEL-FTP_RNAIP	IP	I:2394478-2395013	58.24	52.65
Red1DEL-FTP_RNAIP	IP	I:2401779-2402000	18.02	18.02
Red1DEL-FTP_RNAIP	IP	I:2404864-2405198	36.08	35.34
Red1DEL-FTP_RNAIP	IP	I:2439147-2439288	23.37	23.37
Red1DEL-FTP_RNAIP	IP	I:2467538-2467810	39.59	42.12
Red1DEL-FTP_RNAIP	IP	I:2472084-2472616	44.4244680851064	39.91
Red1DEL-FTP_RNAIP	IP	I:2474088-2474392	32.09	32.09
Red1DEL-FTP_RNAIP	IP	I:2497784-2497987	55.0925	58.655
Red1DEL-FTP_RNAIP	IP	I:2502133-2502338	46.19	46.19
Red1DEL-FTP_RNAIP	IP	I:2502387-2502735	31.47	31.47
Red1DEL-FTP_RNAIP	IP	I:254633-254901	33.1457142857143	25.22
Red1DEL-FTP_RNAIP	IP	I:2558542-2558943	21.62625	11.01
Red1DEL-FTP_RNAIP	IP	I:2597975-2598129	45.926875	43.26
Red1DEL-FTP_RNAIP	IP	I:2614373-2614728	21.305	21.305
Red1DEL-FTP_RNAIP	IP	I:2676423-2676659	26.39	26.39
Red1DEL-FTP_RNAIP	IP	I:2679207-2679393	5.91	5.91
Red1DEL-FTP_RNAIP	IP	I:2700522-2700657	27.3972727272727	22.31
Red1DEL-FTP_RNAIP	IP	I:2704022-2704224	27.095	27.095
Red1DEL-FTP_RNAIP	IP	I:2705748-2706182	36.0642222222222	33.51
Red1DEL-FTP_RNAIP	IP	I:2739744-2740340	46.7266666666667	42.83
Red1DEL-FTP_RNAIP	IP	I:2748379-2748857	31.154	23.08
Red1DEL-FTP_RNAIP	IP	I:2754181-2754453	53.8711111111111	47.125
Red1DEL-FTP_RNAIP	IP	I:2766199-2766446	62.85	67.79
Red1DEL-FTP_RNAIP	IP	I:2795046-2795289	24.2169863013699	21.43
Red1DEL-FTP_RNAIP	IP	I:2854116-2854688	25.2033333333333	25.77
Red1DEL-FTP_RNAIP	IP	I:2865678-2865897	57.4725	44.03
Red1DEL-FTP_RNAIP	IP	I:2892176-2892431	19.6116666666667	19.7
Red1DEL-FTP_RNAIP	IP	I:289258-289691	21.6325	20.5
Red1DEL-FTP_RNAIP	IP	I:2910442-2910647	34.2946153846154	34.75
Red1DEL-FTP_RNAIP	IP	I:2930365-2931531	13.9444444444444	12.67
Red1DEL-FTP_RNAIP	IP	I:2962670-2963015	32.085	31.71
Red1DEL-FTP_RNAIP	IP	I:2998686-2998926	41.737	41.955
Red1DEL-FTP_RNAIP	IP	I:3001821-3002284	37.2433333333333	32.91
Red1DEL-FTP_RNAIP	IP	I:3033889-3034037	45.8622222222222	35.38
Red1DEL-FTP_RNAIP	IP	I:304464-305465	35.58	35.73
Red1DEL-FTP_RNAIP	IP	I:3080585-3080747	33.665	33.665
Red1DEL-FTP_RNAIP	IP	I:3084473-3084709	36.492	31.04
Red1DEL-FTP_RNAIP	IP	I:3086625-3086897	31.788	37.82
Red1DEL-FTP_RNAIP	IP	I:3093413-3093581	29.9766666666667	27.71
Red1DEL-FTP_RNAIP	IP	I:3098771-3099314	34.365	34.365
Red1DEL-FTP_RNAIP	IP	I:3127456-3127613	42.195	38.285
Red1DEL-FTP_RNAIP	IP	I:3129425-3129750	33.17	36.135
Red1DEL-FTP_RNAIP	IP	I:31946-32162	28.5181818181818	26.595
Red1DEL-FTP_RNAIP	IP	I:3209214-3209741	34.27	34.27
Red1DEL-FTP_RNAIP	IP	I:3222287-3222504	41.7336842105263	41.79
Red1DEL-FTP_RNAIP	IP	I:3238647-3239065	24.0966666666667	25.66
Red1DEL-FTP_RNAIP	IP	I:3242572-3243221	34.6775	32.475
Red1DEL-FTP_RNAIP	IP	I:3261785-3262152	28.5	21.515
Red1DEL-FTP_RNAIP	IP	I:3316331-3316601	39.6015151515152	34.785
Red1DEL-FTP_RNAIP	IP	I:3377900-3378054	33.701875	29.27
Red1DEL-FTP_RNAIP	IP	I:3392765-3393081	36.1781818181818	36.16
Red1DEL-FTP_RNAIP	IP	I:3405721-3405821	53.2325	51.405
Red1DEL-FTP_RNAIP	IP	I:350431-350629	22.23	22.23
Red1DEL-FTP_RNAIP	IP	I:3506852-3507240	35.24	35.24
Red1DEL-FTP_RNAIP	IP	I:3522421-3522703	47.67	47.67
Red1DEL-FTP_RNAIP	IP	I:3524830-3525098	37.16	37.16
Red1DEL-FTP_RNAIP	IP	I:3544380-3544835	67.015	60.105
Red1DEL-FTP_RNAIP	IP	I:3639839-3640210	101.26	101.26
Red1DEL-FTP_RNAIP	IP	I:3657897-3658274	37.5	38.395
Red1DEL-FTP_RNAIP	IP	I:3686923-3687049	28.46	28.46
Red1DEL-FTP_RNAIP	IP	I:3721816-3722219	26.0554545454545	24.5
Red1DEL-FTP_RNAIP	IP	I:3743805-3743931	55.99	60.87
Red1DEL-FTP_RNAIP	IP	I:377841-378095	44.9033333333333	30.95
Red1DEL-FTP_RNAIP	IP	I:3801108-3801214	29.8666666666667	24.44
Red1DEL-FTP_RNAIP	IP	I:3802229-3802339	28.97	28.97
Red1DEL-FTP_RNAIP	IP	I:3842977-3843126	21.66	21.66
Red1DEL-FTP_RNAIP	IP	I:3846418-3846662	16.191	14.805
Red1DEL-FTP_RNAIP	IP	I:3851007-3851546	38.7528112449799	35.61
Red1DEL-FTP_RNAIP	IP	I:391338-391731	19.8	19.8
Red1DEL-FTP_RNAIP	IP	I:3929995-3930309	33.1675	32.52
Red1DEL-FTP_RNAIP	IP	I:3951856-3952505	50.44	50.44
Red1DEL-FTP_RNAIP	IP	I:3953412-3953743	38.7483333333333	39.335
Red1DEL-FTP_RNAIP	IP	I:3955885-3956941	53.6366666666667	37.02
Red1DEL-FTP_RNAIP	IP	I:3968321-3968770	39.0983333333333	35.7
Red1DEL-FTP_RNAIP	IP	I:3971263-3971786	24.855	24.855
Red1DEL-FTP_RNAIP	IP	I:4066786-4066940	25.2075	20.86
Red1DEL-FTP_RNAIP	IP	I:4094818-4094999	50.28	38.24
Red1DEL-FTP_RNAIP	IP	I:4103327-4103610	29.5327272727273	25.42
Red1DEL-FTP_RNAIP	IP	I:4209069-4209269	39.505	39.685
Red1DEL-FTP_RNAIP	IP	I:429744-429974	45.5266666666667	44.685
Red1DEL-FTP_RNAIP	IP	I:4299152-4299576	58.6290476190476	44.6
Red1DEL-FTP_RNAIP	IP	I:4305570-4305728	21.2333333333333	19.05
Red1DEL-FTP_RNAIP	IP	I:4306039-4306187	26.2661538461538	20.435
Red1DEL-FTP_RNAIP	IP	I:4320362-4320658	38.052	39.19
Red1DEL-FTP_RNAIP	IP	I:4358087-4358206	23.57	23.57
Red1DEL-FTP_RNAIP	IP	I:4365413-4365788	36.1214285714286	25.5
Red1DEL-FTP_RNAIP	IP	I:4394148-4395266	39.60625	37.345
Red1DEL-FTP_RNAIP	IP	I:4428752-4428952	23.715	23.715
Red1DEL-FTP_RNAIP	IP	I:4429051-4429452	38.4758333333333	41.09
Red1DEL-FTP_RNAIP	IP	I:4437099-4437247	44.2366666666667	35.49
Red1DEL-FTP_RNAIP	IP	I:446280-446565	31.912	33.88
Red1DEL-FTP_RNAIP	IP	I:4474776-4474951	32.2668181818182	29.49
Red1DEL-FTP_RNAIP	IP	I:4510133-4510369	64.385	64.385
Red1DEL-FTP_RNAIP	IP	I:4551461-4551730	34.4066666666667	27.63
Red1DEL-FTP_RNAIP	IP	I:4575833-4576368	40.56	28.62
Red1DEL-FTP_RNAIP	IP	I:4577109-4577276	61.42	61.42
Red1DEL-FTP_RNAIP	IP	I:4581649-4582148	44.796	15.59
Red1DEL-FTP_RNAIP	IP	I:4588343-4588679	64.18	64.18
Red1DEL-FTP_RNAIP	IP	I:4596288-4596482	26.77	26.77
Red1DEL-FTP_RNAIP	IP	I:4611643-4611898	28.5533333333333	28.555
Red1DEL-FTP_RNAIP	IP	I:4653709-4654501	36.2066666666667	35.065
Red1DEL-FTP_RNAIP	IP	I:4689300-4689679	35.75	25.58
Red1DEL-FTP_RNAIP	IP	I:4693178-4693624	31.1035714285714	29.83
Red1DEL-FTP_RNAIP	IP	I:4734020-4734390	32.1275	39.2
Red1DEL-FTP_RNAIP	IP	I:4742113-4742684	41.5125	40.54
Red1DEL-FTP_RNAIP	IP	I:4744283-4744448	38.38	38.38
Red1DEL-FTP_RNAIP	IP	I:476317-476452	68.985	68.985
Red1DEL-FTP_RNAIP	IP	I:4806681-4807322	70.7725	72.445
Red1DEL-FTP_RNAIP	IP	I:4817931-4818046	15.04	15.04
Red1DEL-FTP_RNAIP	IP	I:4820939-4821196	47.75	50.265
Red1DEL-FTP_RNAIP	IP	I:4828266-4828714	77.345	40.03
Red1DEL-FTP_RNAIP	IP	I:4832522-4832792	39.56	32.24
Red1DEL-FTP_RNAIP	IP	I:4838693-4838898	61.825	61.825
Red1DEL-FTP_RNAIP	IP	I:4869949-4870167	38.4102985074627	34.05
Red1DEL-FTP_RNAIP	IP	I:4906832-4907146	52.2066666666667	54.3
Red1DEL-FTP_RNAIP	IP	I:4926039-4926699	44.32	44.32
Red1DEL-FTP_RNAIP	IP	I:4950883-4951198	46.9855882352941	43.87
Red1DEL-FTP_RNAIP	IP	I:500731-501236	39.5869230769231	31.73
Red1DEL-FTP_RNAIP	IP	I:502432-502694	46.445	56.11
Red1DEL-FTP_RNAIP	IP	I:504424-504820	26.38	26.38
Red1DEL-FTP_RNAIP	IP	I:5073900-5074232	35.99	35.99
Red1DEL-FTP_RNAIP	IP	I:509921-510247	65.1866666666667	53.3
Red1DEL-FTP_RNAIP	IP	I:5181461-5181570	23.49	23.49
Red1DEL-FTP_RNAIP	IP	I:5219683-5220128	35.8314285714286	37.75
Red1DEL-FTP_RNAIP	IP	I:5243037-5243787	35.341	34.595
Red1DEL-FTP_RNAIP	IP	I:5300198-5300625	34.92	37.9
Red1DEL-FTP_RNAIP	IP	I:5314349-5314563	19.66	19.66
Red1DEL-FTP_RNAIP	IP	I:5343450-5343920	25.975	25.975
Red1DEL-FTP_RNAIP	IP	I:5366912-5367176	14.46	14.46
Red1DEL-FTP_RNAIP	IP	I:5398304-5398496	37.9763636363636	37.555
Red1DEL-FTP_RNAIP	IP	I:5402728-5403022	57.65	57.65
Red1DEL-FTP_RNAIP	IP	I:5411123-5411500	41.98	46.41
Red1DEL-FTP_RNAIP	IP	I:5452234-5452337	22.85	22.85
Red1DEL-FTP_RNAIP	IP	I:5454202-5454511	15.16	15.16
Red1DEL-FTP_RNAIP	IP	I:5505126-5505358	63.7	63.7
Red1DEL-FTP_RNAIP	IP	I:581671-582273	56.93	56.93
Red1DEL-FTP_RNAIP	IP	I:601845-602132	40.35	46.05
Red1DEL-FTP_RNAIP	IP	I:608444-608801	31.6	29.52
Red1DEL-FTP_RNAIP	IP	I:622041-622264	17.06	17.06
Red1DEL-FTP_RNAIP	IP	I:622334-622564	30.29	30.29
Red1DEL-FTP_RNAIP	IP	I:643550-644199	30.805	30.805
Red1DEL-FTP_RNAIP	IP	I:644120-644627	34.2522222222222	36.16
Red1DEL-FTP_RNAIP	IP	I:678605-678896	146.35	146.35
Red1DEL-FTP_RNAIP	IP	I:682247-682650	52.73	45.725
Red1DEL-FTP_RNAIP	IP	I:710383-710522	44.2	22.42
Red1DEL-FTP_RNAIP	IP	I:719351-719553	32.855	32.855
Red1DEL-FTP_RNAIP	IP	I:732554-732744	40.6383333333333	43.49
Red1DEL-FTP_RNAIP	IP	I:757329-757535	43.8373684210526	36.76
Red1DEL-FTP_RNAIP	IP	I:790164-790362	45.278	41.36
Red1DEL-FTP_RNAIP	IP	I:794523-794803	43.9	42.045
Red1DEL-FTP_RNAIP	IP	I:885239-885792	17.065	16.46
Red1DEL-FTP_RNAIP	IP	I:901902-902132	41.44	41.44
Red1DEL-FTP_RNAIP	IP	I:902470-902849	35.155	35.155
Red1DEL-FTP_RNAIP	IP	I:941990-942214	22.612	21.66
Red1DEL-FTP_RNAIP	IP	I:965663-966098	32.4736363636364	29.64
Red1DEL-FTP_RNAIP	IP	I:973557-974018	35.8366666666667	39.16
Red1DEL-FTP_RNAIP	IP	I:976963-977177	19.995	19.995
Red1DEL-FTP_RNAIP	IP	II:1006726-1007047	92.57	77.92
Red1DEL-FTP_RNAIP	IP	II:1021666-1022213	35.915	35.915
Red1DEL-FTP_RNAIP	IP	II:10287-10501	28.5181818181818	26.595
Red1DEL-FTP_RNAIP	IP	II:1032330-1032619	33.985	33.985
Red1DEL-FTP_RNAIP	IP	II:1033918-1034195	33.835	33.835
Red1DEL-FTP_RNAIP	IP	II:1035053-1035471	45.9016666666667	32.195
Red1DEL-FTP_RNAIP	IP	II:1063809-1064061	52.96	37.59
Red1DEL-FTP_RNAIP	IP	II:1066464-1066915	40.2066666666667	38.44
Red1DEL-FTP_RNAIP	IP	II:1080685-1080840	45.7841176470588	35.81
Red1DEL-FTP_RNAIP	IP	II:1101437-1101559	30.84	30.84
Red1DEL-FTP_RNAIP	IP	II:1101733-1102149	61.68375	53.03
Red1DEL-FTP_RNAIP	IP	II:1122048-1122374	29.95	29.95
Red1DEL-FTP_RNAIP	IP	II:1130306-1130568	36.74	36.74
Red1DEL-FTP_RNAIP	IP	II:113594-113830	47.0566666666667	41.58
Red1DEL-FTP_RNAIP	IP	II:1164991-1165287	27.849375	27.28
Red1DEL-FTP_RNAIP	IP	II:1170488-1170878	40.29	43.69
Red1DEL-FTP_RNAIP	IP	II:1171377-1171674	38.47	38.47
Red1DEL-FTP_RNAIP	IP	II:1190935-1191206	38.0176056338028	34.745
Red1DEL-FTP_RNAIP	IP	II:1216123-1216652	39.6575	41.14
Red1DEL-FTP_RNAIP	IP	II:1239417-1239685	27.46	29.84
Red1DEL-FTP_RNAIP	IP	II:1281513-1281735	37.17	42.96
Red1DEL-FTP_RNAIP	IP	II:1375883-1376012	43.56	43.56
Red1DEL-FTP_RNAIP	IP	II:1377952-1378223	11.19	11.19
Red1DEL-FTP_RNAIP	IP	II:1446140-1446268	43.694	13.61
Red1DEL-FTP_RNAIP	IP	II:1467918-1468394	37.8080104712042	35.87
Red1DEL-FTP_RNAIP	IP	II:1498174-1498301	34.81	34.81
Red1DEL-FTP_RNAIP	IP	II:1562062-1562187	20.92	20.92
Red1DEL-FTP_RNAIP	IP	II:1576116-1576328	21.32	19.38
Red1DEL-FTP_RNAIP	IP	II:165530-165987	42.0933333333333	46.405
Red1DEL-FTP_RNAIP	IP	II:1666432-1666595	47.1866666666667	43.76
Red1DEL-FTP_RNAIP	IP	II:1694716-1694939	31.65	31.65
Red1DEL-FTP_RNAIP	IP	II:1712354-1712490	38.375	38.375
Red1DEL-FTP_RNAIP	IP	II:1738199-1738416	35.55	33.01
Red1DEL-FTP_RNAIP	IP	II:1791646-1792086	19.1775	18.625
Red1DEL-FTP_RNAIP	IP	II:1793011-1793714	26.296	21.69
Red1DEL-FTP_RNAIP	IP	II:1891665-1892097	28.1133333333333	31.65
Red1DEL-FTP_RNAIP	IP	II:1931391-1931713	44.01	44.01
Red1DEL-FTP_RNAIP	IP	II:193864-193969	72.4828571428571	72.02
Red1DEL-FTP_RNAIP	IP	II:1946538-1946835	38.78	30.515
Red1DEL-FTP_RNAIP	IP	II:1956758-1957445	33.9260869565217	39.03
Red1DEL-FTP_RNAIP	IP	II:2007497-2007879	33.065	33.065
Red1DEL-FTP_RNAIP	IP	II:2044125-2044483	25.0357142857143	24.65
Red1DEL-FTP_RNAIP	IP	II:2044875-2045329	34.154	30.91
Red1DEL-FTP_RNAIP	IP	II:2050737-2050976	18.31	18.31
Red1DEL-FTP_RNAIP	IP	II:2080509-2081077	37.67	35.21
Red1DEL-FTP_RNAIP	IP	II:2119624-2119946	42.1	44.39
Red1DEL-FTP_RNAIP	IP	II:2142780-2142963	44.9542857142857	37.015
Red1DEL-FTP_RNAIP	IP	II:2145591-2145818	42.8678521126761	38.08
Red1DEL-FTP_RNAIP	IP	II:2148387-2148918	32.3457142857143	32.08
Red1DEL-FTP_RNAIP	IP	II:2152062-2152346	11.04	11.04
Red1DEL-FTP_RNAIP	IP	II:2229287-2229659	32.515	32.515
Red1DEL-FTP_RNAIP	IP	II:2229440-2230071	36.7433333333333	31.51
Red1DEL-FTP_RNAIP	IP	II:2236005-2236505	29.742	30.915
Red1DEL-FTP_RNAIP	IP	II:2238097-2238613	31.4685714285714	32.26
Red1DEL-FTP_RNAIP	IP	II:2282336-2282437	34.68	34.68
Red1DEL-FTP_RNAIP	IP	II:2306504-2306723	31.05	31.05
Red1DEL-FTP_RNAIP	IP	II:2324570-2324862	53.321875	47.665
Red1DEL-FTP_RNAIP	IP	II:2335175-2335368	14.08	14.08
Red1DEL-FTP_RNAIP	IP	II:2349096-2349218	21.6549315068493	19.56
Red1DEL-FTP_RNAIP	IP	II:2363816-2364371	25.9866666666667	25.9
Red1DEL-FTP_RNAIP	IP	II:2373389-2373753	65.07	56.52
Red1DEL-FTP_RNAIP	IP	II:2380061-2380315	35.11	35.11
Red1DEL-FTP_RNAIP	IP	II:2411202-2411453	38.5545058139535	37.525
Red1DEL-FTP_RNAIP	IP	II:2418676-2419110	25.1690909090909	22.95
Red1DEL-FTP_RNAIP	IP	II:2425530-2426145	39.9233333333333	37.695
Red1DEL-FTP_RNAIP	IP	II:2431965-2432223	13.67	13.67
Red1DEL-FTP_RNAIP	IP	II:243768-244115	31.965	22.455
Red1DEL-FTP_RNAIP	IP	II:2451041-2451396	33.82	33.82
Red1DEL-FTP_RNAIP	IP	II:2479863-2480283	30.7633333333333	26.57
Red1DEL-FTP_RNAIP	IP	II:2491276-2491675	44.79	44.79
Red1DEL-FTP_RNAIP	IP	II:2503601-2503704	21.3605714285714	19.56
Red1DEL-FTP_RNAIP	IP	II:2563378-2564644	41.3475	37.5
Red1DEL-FTP_RNAIP	IP	II:2593898-2594169	61.48	61.48
Red1DEL-FTP_RNAIP	IP	II:2608660-2608809	39.23	39.23
Red1DEL-FTP_RNAIP	IP	II:2636856-2637976	37.082	36.79
Red1DEL-FTP_RNAIP	IP	II:2640935-2641701	39.0348076923077	39.56
Red1DEL-FTP_RNAIP	IP	II:2690929-2691196	21.4945	20.34
Red1DEL-FTP_RNAIP	IP	II:2707283-2707781	19.265	19.265
Red1DEL-FTP_RNAIP	IP	II:2725866-2726341	37.271	33.94
Red1DEL-FTP_RNAIP	IP	II:2732620-2732845	49.015	49.015
Red1DEL-FTP_RNAIP	IP	II:2743335-2743634	124.39	124.39
Red1DEL-FTP_RNAIP	IP	II:2755085-2755338	44.0810526315789	34.89
Red1DEL-FTP_RNAIP	IP	II:2768592-2768845	38.6666666666667	39.06
Red1DEL-FTP_RNAIP	IP	II:279150-279543	39.8175	43.11
Red1DEL-FTP_RNAIP	IP	II:2861661-2861771	31.99	31.99
Red1DEL-FTP_RNAIP	IP	II:2914421-2914624	56.676	47.36
Red1DEL-FTP_RNAIP	IP	II:2941408-2941738	52.6828	47.55
Red1DEL-FTP_RNAIP	IP	II:2958683-2958950	40.07	39.345
Red1DEL-FTP_RNAIP	IP	II:2962410-2962618	20.8575	20.44
Red1DEL-FTP_RNAIP	IP	II:2988327-2988500	31.5111111111111	24.77
Red1DEL-FTP_RNAIP	IP	II:2995024-2996203	52.0866666666667	44.52
Red1DEL-FTP_RNAIP	IP	II:3037568-3037733	52.3	42.12
Red1DEL-FTP_RNAIP	IP	II:3060079-3060419	32.605	34.5
Red1DEL-FTP_RNAIP	IP	II:3065199-3065374	36.0633333333333	33.76
Red1DEL-FTP_RNAIP	IP	II:3069770-3070098	36.155	36.485
Red1DEL-FTP_RNAIP	IP	II:3094583-3094718	58.41	58.41
Red1DEL-FTP_RNAIP	IP	II:3137145-3137388	28.01	28.01
Red1DEL-FTP_RNAIP	IP	II:3176325-3176471	43.3575	42.815
Red1DEL-FTP_RNAIP	IP	II:3213766-3213990	46.9271428571429	43.08
Red1DEL-FTP_RNAIP	IP	II:3234621-3235708	53.02	53.02
Red1DEL-FTP_RNAIP	IP	II:3249886-3250030	32.46	32.46
Red1DEL-FTP_RNAIP	IP	II:3250168-3250492	43.5969230769231	34.46
Red1DEL-FTP_RNAIP	IP	II:3275426-3275639	25.8041666666667	17.715
Red1DEL-FTP_RNAIP	IP	II:3293536-3294168	31.2066666666667	31.23
Red1DEL-FTP_RNAIP	IP	II:3295188-3295467	50.35	34.55
Red1DEL-FTP_RNAIP	IP	II:3301329-3301429	24.68	24.68
Red1DEL-FTP_RNAIP	IP	II:3313513-3314193	41.12	34.47
Red1DEL-FTP_RNAIP	IP	II:3323059-3323347	38.345	38.565
Red1DEL-FTP_RNAIP	IP	II:3377570-3378207	43.4233333333333	36.1
Red1DEL-FTP_RNAIP	IP	II:3390620-3390850	43.5571428571429	40.83
Red1DEL-FTP_RNAIP	IP	II:3393425-3393848	34.3382191780822	32.595
Red1DEL-FTP_RNAIP	IP	II:3400261-3400487	33.9744444444444	26.88
Red1DEL-FTP_RNAIP	IP	II:3412991-3414038	29.79	29.79
Red1DEL-FTP_RNAIP	IP	II:3441530-3441658	50.2372727272727	31.15
Red1DEL-FTP_RNAIP	IP	II:3517106-3517230	44.9566666666667	49.81
Red1DEL-FTP_RNAIP	IP	II:3556728-3556875	36.115	36.115
Red1DEL-FTP_RNAIP	IP	II:3584589-3585003	41.988	37.66
Red1DEL-FTP_RNAIP	IP	II:3615084-3615476	72.655	72.655
Red1DEL-FTP_RNAIP	IP	II:3622564-3622735	25.59	25.59
Red1DEL-FTP_RNAIP	IP	II:3637848-3638049	39.7739495798319	38.12
Red1DEL-FTP_RNAIP	IP	II:364926-365190	31.58	31.58
Red1DEL-FTP_RNAIP	IP	II:3651544-3652000	28.145	28.145
Red1DEL-FTP_RNAIP	IP	II:3662772-3663263	39.7221951219512	36.83
